2018-07-23 13:11:54, -21, 912
2018-07-23 13:11:54, -21, 912
2018-07-23 13:11:56, -21, 912
2018-07-23 13:11:58, -20, 1006
2018-07-23 13:12:00, -21, 946
2018-07-23 13:12:01, -20, 1078
2018-07-23 13:12:02, -20, 1113
2018-07-23 13:12:03, -20, 1133
2018-07-23 13:12:03, -21, 912
2018-07-23 13:12:04, -21, 984
2018-07-23 13:12:04, -20, 1040
2018-07-23 13:12:06, -21, 1157
2018-07-23 13:12:06, -21, 984
2018-07-23 13:12:06, -20, 1173
2018-07-23 13:12:07, -20, 1186
2018-07-23 13:12:07, -21, 986
2018-07-23 13:12:08, -19, 1134
2018-07-23 13:12:10, -21, 1022
2018-07-23 13:12:11, -20, 1215
2018-07-23 13:12:11, -21, 987
2018-07-23 13:12:11, -21, 1154
2018-07-23 13:12:12, -19, 1275
2018-07-23 13:12:12, -21, 1072
2018-07-23 13:12:13, -20, 1034
2018-07-23 13:12:14, -20, 1170
2018-07-23 13:12:14, -21, 1131
2018-07-23 13:12:15, -20, 1146
2018-07-23 13:12:15, -20, 1096
2018-07-23 13:12:15, -19, 1196
2018-07-23 13:12:16, -20, 1148
2018-07-23 13:12:18, -19, 1373
2018-07-23 13:12:23, -18, 1511
2018-07-23 13:12:26, -20, 1078
2018-07-23 13:12:28, -21, 935
2018-07-23 13:12:28, -21, 1059
2018-07-23 13:12:30, -21, 946
2018-07-23 13:12:30, -21, 984
2018-07-23 13:12:31, -21, 1077
2018-07-23 13:12:31, -21, 1019
2018-07-23 13:12:33, -21, 1314
2018-07-23 13:12:33, -21, 1020
2018-07-23 13:12:33, -21, 946
2018-07-23 13:12:33, -21, 1090
2018-07-23 13:12:33, -20, 1319
2018-07-23 13:12:34, -20, 1256
2018-07-23 13:12:34, -20, 1101
2018-07-23 13:12:34, -20, 1112
2018-07-23 13:12:35, -21, 1052
2018-07-23 13:12:35, -21, 1074
2018-07-23 13:12:35, -21, 1152
2018-07-23 13:12:36, -21, 1053
2018-07-23 13:12:36, -20, 1085
2018-07-23 13:12:36, -21, 1175
2018-07-23 13:12:37, -21, 980
2018-07-23 13:12:38, -21, 1036
2018-07-23 13:12:40, -21, 987
2018-07-23 13:12:42, -19, 1251
2018-07-23 13:12:42, -19, 1266
2018-07-23 13:12:43, -19, 1156
2018-07-23 13:12:43, -17, 1478
2018-07-23 13:12:44, -18, 1238
2018-07-23 13:12:45, -20, 1220
2018-07-23 13:12:47, -20, 1265
2018-07-23 13:12:47, -20, 1196
2018-07-23 13:12:48, -20, 1006
2018-07-23 13:12:52, -21, 912
2018-07-23 13:12:54, -20, 1115
2018-07-23 13:12:55, -20, 1062
2018-07-23 13:12:56, -21, 1001
2018-07-23 13:12:57, -21, 1004
2018-07-23 13:12:58, -21, 969
2018-07-23 13:12:58, -20, 1107
2018-07-23 13:12:58, -21, 1128
2018-07-23 13:12:58, -20, 1062
2018-07-23 13:12:59, -20, 1029
2018-07-23 13:12:59, -21, 912
2018-07-23 13:12:59, -20, 1041
2018-07-23 13:13:00, -21, 969
2018-07-23 13:13:00, -21, 1056
2018-07-23 13:13:01, -21, 986
2018-07-23 13:13:01, -19, 1134
2018-07-23 13:13:03, -21, 1020
2018-07-23 13:13:03, -21, 1092
2018-07-23 13:13:03, -20, 1134
2018-07-23 13:13:03, -19, 1196
2018-07-23 13:13:04, -21, 1058
2018-07-23 13:13:05, -19, 1262
2018-07-23 13:13:05, -20, 1114
2018-07-23 13:13:06, -19, 1284
2018-07-23 13:13:07, -21, 1059
2018-07-23 13:13:07, -21, 1052
2018-07-23 13:13:08, -19, 1443
2018-07-23 13:13:08, -20, 1062
2018-07-23 13:13:09, -21, 947
2018-07-23 13:13:10, -21, 1182
2018-07-23 13:13:14, -19, 1208
2018-07-23 13:13:15, -21, 1126
2018-07-23 13:13:18, -21, 971
2018-07-23 13:13:18, -19, 1266
2018-07-23 13:13:18, -20, 1462
2018-07-23 13:13:22, -20, 1290
2018-07-23 13:13:22, -21, 1054
2018-07-23 13:13:22, -21, 934
2018-07-23 13:13:22, -21, 1020
2018-07-23 13:13:23, -20, 1187
2018-07-23 13:13:24, -21, 1056
2018-07-23 13:13:24, -20, 1104
2018-07-23 13:13:25, -21, 1074
2018-07-23 13:13:26, -20, 1078
2018-07-23 13:13:26, -21, 1113
2018-07-23 13:13:27, -20, 1131
2018-07-23 13:13:27, -20, 1041
2018-07-23 13:13:27, -20, 1296
2018-07-23 13:13:29, -20, 1041
2018-07-23 13:13:29, -21, 1019
2018-07-23 13:13:29, -20, 1049
2018-07-23 13:13:30, -21, 1086
2018-07-23 13:13:31, -20, 1218
2018-07-23 13:13:31, -20, 1041
2018-07-23 13:13:32, -21, 1056
2018-07-23 13:13:32, -21, 989
2018-07-23 13:13:33, -19, 1121
2018-07-23 13:13:33, -20, 1371
2018-07-23 13:13:33, -21, 1055
2018-07-23 13:13:34, -20, 1324
2018-07-23 13:13:37, -21, 946
